@RELATION gradientboosting_classifier
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {false,true}

@DATA
0.096693,0.001815,2.858298,0.181925,0.211380,0.718642,0.007160,0.151542,-30.110498,1.309449,-0.226049,-0.492713,-0.433414,0.056607,0.185257,0.141167,0.043821,0.094223,-0.115636,0.093930,-0.089443,0.010739,0.012716,0.019335,0.020588,0.013407,0.009348,0.022334,0.004497,0.005521,0.008033,0.016307,0.006601,0.014317,0.085207,0.004778,0.402782,0.085380,0.068789,0.602027,0.004376,0.155464,3.716591,1.043613,0.908135,0.432559,0.465964,0.298542,0.352784,0.308443,0.310995,0.184356,0.217056,0.200698,0.210402,0.011993,0.021484,0.019137,0.024333,0.014950,0.008446,0.023386,0.007147,0.005557,0.008199,0.016717,0.006708,0.007752,true
0.094525,0.003256,2.744989,0.151221,0.193378,0.528470,0.008183,0.164958,-29.596583,1.267745,-0.852953,-0.489394,-0.564670,0.095945,-0.135448,-0.075258,-0.113477,0.038357,-0.114550,0.075044,-0.126581,0.011907,0.007448,0.014451,0.019098,0.011691,0.015311,0.021762,0.010746,0.012780,0.010053,0.012509,0.007229,0.013016,0.071055,0.005961,0.463849,0.065145,0.054986,0.553937,0.004142,0.159722,3.012041,1.130597,0.954422,0.582605,0.395183,0.417690,0.403569,0.315659,0.280699,0.222950,0.213673,0.200190,0.193951,0.010451,0.008868,0.014709,0.020214,0.011822,0.014135,0.018936,0.016275,0.015060,0.011658,0.009880,0.006507,0.007566,true
0.111852,0.002333,2.850561,0.151703,0.183078,0.754270,0.007887,0.196583,-29.179777,0.691483,-0.317976,-0.651225,-0.394550,0.077967,-0.191676,0.051054,-0.190864,0.088655,-0.098301,0.098185,-0.185147,0.009812,0.007629,0.013149,0.007161,0.014015,0.015462,0.017716,0.008181,0.009850,0.009809,0.012546,0.006144,0.012571,0.090198,0.004857,0.443449,0.077958,0.064210,0.563170,0.003612,0.156689,3.583583,0.834426,0.990422,0.455862,0.444467,0.456010,0.447845,0.320601,0.312520,0.291273,0.252545,0.186326,0.265587,0.013034,0.008852,0.020328,0.010526,0.017308,0.021171,0.018981,0.009410,0.014982,0.009881,0.012940,0.006002,0.009139,true
0.081909,0.001743,2.850267,0.146807,0.211391,0.347994,0.011682,0.108431,-30.600107,2.186486,-0.636487,-0.165068,-0.237001,0.040817,-0.133562,-0.190612,-0.118072,-0.102196,-0.158508,-0.070409,-0.193012,0.024410,0.004247,0.035665,0.021379,0.013633,0.016023,0.020703,0.007871,0.009255,0.012194,0.026235,0.005736,0.021707,0.089718,0.004487,0.550309,0.065545,0.055267,0.487533,0.008703,0.144706,2.735469,1.226666,0.889189,0.610532,0.424882,0.319190,0.311300,0.262381,0.257511,0.221746,0.295642,0.236738,0.270828,0.028305,0.002891,0.042896,0.024817,0.017650,0.015668,0.016999,0.010941,0.010886,0.012042,0.027241,0.006092,0.015181,true
0.085716,0.002041,2.836833,0.143519,0.185168,0.479100,0.010505,0.118500,-29.602557,2.015028,-0.315966,-0.076789,-0.158265,0.061522,-0.047120,0.082363,-0.011609,-0.031256,0.012638,-0.017016,-0.083222,0.018268,0.006324,0.015078,0.009140,0.012724,0.008409,0.024871,0.004530,0.012407,0.022590,0.023104,0.007446,0.016184,0.081699,0.004699,0.563604,0.074879,0.054692,0.586674,0.006882,0.161079,2.995587,1.021461,1.034462,0.530471,0.500978,0.369662,0.315929,0.291058,0.290753,0.229877,0.243004,0.219107,0.238053,0.024846,0.007012,0.013957,0.009668,0.014862,0.009391,0.024285,0.006271,0.013644,0.023493,0.023002,0.010970,0.009945,true
0.057107,0.002388,2.644917,0.107605,0.163733,0.391123,0.010002,0.080569,-28.289877,1.012167,-0.509193,-0.772315,-0.702796,0.230599,-0.281008,-0.075282,-0.081946,0.042388,-0.165007,0.142585,-0.223535,0.009807,0.010293,0.009542,0.010391,0.010854,0.011670,0.020293,0.009996,0.012825,0.011058,0.015235,0.009390,0.012914,0.033032,0.004765,0.446363,0.040666,0.055388,0.306267,0.004486,0.028351,2.644602,0.758176,1.003145,0.485979,0.504156,0.461968,0.419772,0.309098,0.278991,0.280847,0.222416,0.248589,0.267271,0.007897,0.011864,0.010020,0.010380,0.011970,0.011093,0.019403,0.017295,0.017490,0.009667,0.018686,0.012236,0.007572,true
0.070856,0.001593,2.835790,0.134498,0.187014,0.340290,0.011697,0.077486,-30.099570,2.276043,-0.116643,-0.158251,-0.191792,0.126176,-0.056834,-0.072320,-0.110080,-0.058128,-0.086596,-0.056483,-0.158284,0.019589,0.003258,0.019545,0.018261,0.010297,0.008118,0.012918,0.004138,0.007802,0.025967,0.037689,0.006200,0.019531,0.074155,0.004306,0.517936,0.058801,0.047116,0.456518,0.008663,0.085186,2.761803,0.937903,0.986792,0.507826,0.433970,0.397994,0.279275,0.227813,0.218582,0.252488,0.322798,0.223348,0.306082,0.029285,0.003753,0.024913,0.026349,0.010364,0.010267,0.014950,0.007230,0.008504,0.024606,0.032667,0.012931,0.013704,true
0.054280,0.001592,2.839339,0.136677,0.199330,0.364345,0.008086,0.088083,-29.555578,1.855925,-0.030603,-0.192148,-0.543029,0.227757,0.114771,0.147863,-0.093756,0.151606,-0.055875,0.066437,-0.053629,0.015272,0.008439,0.022811,0.013178,0.021566,0.021436,0.024564,0.006571,0.007180,0.011602,0.018926,0.014459,0.017823,0.040986,0.004545,0.395004,0.069959,0.055038,0.404333,0.003732,0.095116,2.630830,0.742053,1.037235,0.428787,0.389764,0.318832,0.403329,0.258567,0.378398,0.237317,0.210203,0.174537,0.225413,0.017620,0.015389,0.016858,0.012483,0.021525,0.026947,0.014160,0.010436,0.009309,0.011243,0.017335,0.020735,0.007472,true
0.071050,0.002107,2.908071,0.169422,0.219521,0.558817,0.007135,0.100722,-30.283036,1.423491,-0.142680,-0.209467,-0.634490,0.090114,0.168779,0.066805,0.032454,0.089451,-0.123859,0.088527,-0.102114,0.013991,0.012692,0.020049,0.017377,0.013839,0.011008,0.021849,0.004446,0.008402,0.008330,0.017354,0.009807,0.015479,0.044524,0.004760,0.390034,0.064320,0.060387,0.465863,0.004375,0.064676,2.999815,0.958117,0.758142,0.442611,0.443980,0.332131,0.361038,0.253690,0.255646,0.272926,0.229883,0.207667,0.208648,0.015319,0.020532,0.020196,0.020694,0.015498,0.009926,0.019914,0.006649,0.013926,0.007384,0.019125,0.012808,0.008064,true
0.079102,0.001628,2.755906,0.161457,0.211987,0.429611,0.009737,0.100514,-30.279613,1.902828,-0.547023,-0.153213,-0.395637,0.220033,0.139476,-0.052250,0.022752,0.059680,-0.126184,0.039148,-0.129512,0.011250,0.006753,0.024231,0.016754,0.013491,0.010903,0.029148,0.007925,0.011344,0.015719,0.016503,0.006789,0.016197,0.075618,0.004563,0.505669,0.083765,0.065302,0.537125,0.005645,0.125124,3.378088,1.148695,0.966404,0.378017,0.447414,0.364792,0.336701,0.304015,0.276337,0.245170,0.260642,0.225114,0.234829,0.012332,0.008792,0.025467,0.020795,0.013837,0.015085,0.033841,0.013457,0.012182,0.013562,0.016243,0.006090,0.009623,true
0.073350,0.001949,2.820263,0.149710,0.205172,0.411711,0.008763,0.118514,-29.831827,1.743440,-0.335834,0.023468,-0.678909,-0.037419,0.106888,0.185276,-0.124910,-0.155937,0.192438,-0.060227,0.031792,0.016204,0.006964,0.016941,0.014107,0.014081,0.015409,0.017857,0.004236,0.006274,0.016702,0.016222,0.010121,0.012170,0.061771,0.004859,0.410359,0.074138,0.062379,0.425467,0.004487,0.126497,3.389594,1.068439,0.927757,0.450245,0.469362,0.378419,0.418274,0.324060,0.211020,0.313921,0.267493,0.259915,0.246696,0.015679,0.006808,0.013715,0.010353,0.010808,0.015614,0.013815,0.006405,0.005407,0.020437,0.015429,0.009453,0.006337,true
0.086508,0.002056,2.821844,0.160691,0.182088,0.676840,0.006762,0.162403,-29.241893,1.053123,0.182504,-0.588111,-0.485297,-0.004586,-0.009465,0.128092,0.039522,0.064080,-0.064024,-0.025788,-0.031342,0.013630,0.011652,0.018824,0.013388,0.008555,0.011379,0.020308,0.003982,0.006203,0.006844,0.014493,0.011155,0.014168,0.066305,0.004888,0.438272,0.085678,0.063976,0.440112,0.003900,0.134872,3.278194,1.019267,1.090720,0.390907,0.433454,0.310575,0.404789,0.283759,0.284726,0.192419,0.285513,0.240426,0.233828,0.016756,0.017787,0.021713,0.018471,0.009089,0.015603,0.018272,0.006477,0.006654,0.006561,0.020495,0.014775,0.007894,true
0.105419,0.001560,2.840148,0.189453,0.252886,0.450671,0.008958,0.134667,-32.173475,2.299728,-0.212593,-0.017308,-0.134060,-0.093652,0.080063,0.088450,-0.085829,0.107790,0.055692,0.047239,0.003063,0.017468,0.007208,0.030931,0.020100,0.021549,0.015517,0.039561,0.004742,0.009730,0.015474,0.026182,0.005099,0.019819,0.086775,0.004823,0.503255,0.085061,0.054934,0.591450,0.006647,0.170301,2.942732,1.035286,0.906469,0.456479,0.365108,0.368515,0.272859,0.273686,0.237413,0.170868,0.172283,0.190663,0.224063,0.017353,0.014569,0.031019,0.020549,0.020256,0.018910,0.025889,0.007038,0.014023,0.015032,0.022469,0.004605,0.009274,true
0.085258,0.002046,2.761521,0.145993,0.182988,0.487794,0.008889,0.106222,-29.165658,1.614941,-0.627734,-0.054613,-0.286811,0.140938,-0.056586,-0.015569,0.075986,-0.093566,0.014384,-0.046658,-0.078747,0.014392,0.009839,0.016570,0.011837,0.011986,0.007486,0.016726,0.006802,0.012551,0.014632,0.017107,0.008032,0.012394,0.072011,0.004756,0.485778,0.070379,0.055693,0.523673,0.005237,0.088072,3.133934,0.959357,0.966068,0.561260,0.431528,0.335665,0.295637,0.306257,0.238837,0.255439,0.276956,0.225005,0.285865,0.018824,0.013100,0.018193,0.018653,0.012497,0.007604,0.016989,0.009732,0.012930,0.012395,0.015722,0.010493,0.007878,true
0.031423,0.018511,2.949566,0.079237,0.141171,0.217611,0.009163,0.053472,-30.169105,2.420099,-0.313575,-0.406318,-0.208471,0.375463,-0.043301,0.192477,-0.027266,0.093772,-0.152051,0.053250,-0.082275,0.014666,0.010712,0.037835,0.010655,0.011603,0.007475,0.061739,0.008360,0.007853,0.007773,0.023259,0.005560,0.022553,0.016676,0.045384,0.400315,0.027321,0.043809,0.247979,0.004837,0.034630,3.781907,1.267500,0.750718,0.452167,0.481585,0.300224,0.334261,0.236607,0.236531,0.198219,0.254874,0.224126,0.190461,0.012449,0.009598,0.042161,0.014103,0.008679,0.007643,0.047118,0.011326,0.006759,0.005708,0.020793,0.006325,0.013880,true
0.032020,0.018469,2.990289,0.075903,0.133067,0.262469,0.008744,0.057361,-29.640007,2.398567,-0.371116,-0.446919,-0.198043,0.268978,-0.108650,0.292166,-0.140179,0.143698,-0.174005,-0.005044,-0.080365,0.015264,0.009163,0.028740,0.007902,0.012657,0.009882,0.047662,0.007826,0.009548,0.010489,0.028354,0.005851,0.018634,0.013825,0.045299,0.359557,0.025102,0.033947,0.274988,0.003512,0.032539,3.341108,1.248344,0.773714,0.634054,0.516884,0.322518,0.405259,0.300812,0.256411,0.280733,0.218798,0.226899,0.176422,0.016252,0.007696,0.025252,0.008038,0.009313,0.010985,0.039673,0.008932,0.010538,0.007581,0.025705,0.009224,0.010091,true
0.025219,0.018446,3.060752,0.080169,0.149010,0.082965,0.011097,0.039389,-30.906509,3.195757,-0.774346,0.056387,0.120243,0.237325,0.048543,0.175585,-0.041823,-0.002579,-0.102100,-0.078796,-0.112340,0.020008,0.009197,0.039668,0.010392,0.011132,0.006568,0.060562,0.009557,0.009701,0.018491,0.030167,0.003441,0.024592,0.014830,0.045406,0.300917,0.036859,0.040215,0.114115,0.007910,0.033205,3.654510,1.000745,0.549555,0.525422,0.299941,0.265477,0.217116,0.238179,0.198033,0.208752,0.208119,0.232105,0.174672,0.024828,0.009166,0.035310,0.018053,0.007665,0.006338,0.048358,0.012074,0.009609,0.017998,0.022730,0.004206,0.013543,true
0.023822,0.018460,2.979475,0.076526,0.145476,0.087730,0.009633,0.031500,-30.581472,3.176490,-0.481249,-0.313946,-0.123586,0.383633,0.067620,0.230467,-0.025755,0.032382,-0.047028,0.014004,-0.074119,0.020473,0.012512,0.038660,0.011429,0.014986,0.013849,0.060259,0.007559,0.010394,0.008392,0.025612,0.006112,0.023255,0.011325,0.045398,0.316545,0.028094,0.039511,0.096809,0.004495,0.013776,3.399798,0.827014,0.619405,0.484110,0.465980,0.314599,0.237386,0.223656,0.255292,0.203456,0.174086,0.179275,0.182829,0.016625,0.013198,0.020761,0.014288,0.009857,0.022610,0.046227,0.010203,0.009537,0.005975,0.023098,0.008642,0.011617,true
0.026719,0.018449,2.965502,0.082787,0.143571,0.148454,0.009743,0.048236,-29.960741,2.885315,-0.481699,-0.417855,-0.428654,0.253772,0.069191,0.203784,0.091044,0.041784,-0.066952,-0.022778,-0.166283,0.021522,0.011631,0.031300,0.008297,0.011154,0.012718,0.049094,0.008369,0.009305,0.010352,0.032291,0.010448,0.021356,0.013164,0.045334,0.362309,0.044614,0.045016,0.243924,0.004164,0.043567,3.132343,1.103514,0.663607,0.494460,0.692934,0.338200,0.329067,0.286821,0.229164,0.217034,0.246802,0.180643,0.184959,0.017424,0.010819,0.020508,0.007253,0.009478,0.021129,0.039224,0.010865,0.009127,0.008408,0.029882,0.014985,0.009364,true
0.030506,0.018463,3.001405,0.081440,0.138280,0.182358,0.009537,0.052181,-30.234014,2.782505,-0.387749,-0.351732,-0.384915,0.321639,0.080118,0.134204,0.074396,0.115980,-0.108638,0.043405,-0.150135,0.022432,0.011990,0.028259,0.010966,0.011454,0.007030,0.049742,0.009691,0.007802,0.016445,0.023315,0.011562,0.019804,0.019694,0.045402,0.337679,0.045086,0.042842,0.294891,0.004557,0.048978,3.236902,0.989445,0.526870,0.532560,0.609619,0.371263,0.307349,0.263583,0.275366,0.259186,0.216190,0.205063,0.214903,0.018216,0.011756,0.017674,0.012159,0.008143,0.007286,0.029861,0.011706,0.006835,0.017724,0.021046,0.017700,0.006623,true
0.028713,0.018464,3.013638,0.083932,0.147740,0.128791,0.009717,0.041597,-30.624526,3.232634,-0.706368,-0.192409,0.108747,0.196040,0.043004,0.147363,-0.079750,-0.053758,-0.087992,-0.116205,-0.165723,0.026473,0.010731,0.035249,0.010960,0.012860,0.008573,0.053243,0.010907,0.006336,0.010902,0.032199,0.004244,0.022158,0.023766,0.045421,0.358676,0.039114,0.041664,0.225057,0.003929,0.043603,3.620979,0.899671,0.635710,0.453735,0.335744,0.268019,0.254385,0.300677,0.231020,0.164018,0.194103,0.164006,0.190859,0.022807,0.009454,0.027430,0.013447,0.009599,0.010031,0.037818,0.016236,0.005584,0.009372,0.025347,0.004239,0.009925,true
0.031652,0.018510,2.945061,0.074012,0.128636,0.249052,0.009562,0.055597,-29.254522,2.193113,-0.577253,-0.547938,-0.057652,0.368648,-0.062604,0.147959,-0.063436,0.122445,-0.170664,0.041700,-0.186544,0.014975,0.012161,0.027556,0.008475,0.010270,0.011404,0.046728,0.010867,0.012645,0.010146,0.022930,0.007076,0.019248,0.013445,0.045353,0.366279,0.021492,0.035932,0.243650,0.003905,0.029837,3.208331,1.226348,0.757496,0.441683,0.401984,0.390018,0.309729,0.389969,0.244336,0.260149,0.230594,0.239083,0.212514,0.013216,0.016205,0.028424,0.008135,0.007691,0.012647,0.038765,0.010045,0.015830,0.009369,0.024830,0.010133,0.011100,true
0.034264,0.018538,2.905186,0.077900,0.133923,0.216878,0.008883,0.054944,-29.304254,2.330249,-0.444168,-0.470489,-0.260264,0.285282,-0.004252,0.203308,-0.019250,-0.015489,-0.087547,0.028776,-0.061098,0.015821,0.012220,0.023532,0.009865,0.013256,0.013839,0.041515,0.007439,0.007745,0.009857,0.022527,0.004219,0.016568,0.017086,0.045420,0.421085,0.028318,0.037179,0.195192,0.004708,0.028272,3.324515,1.244462,0.601053,0.433497,0.486243,0.324010,0.323403,0.254761,0.307521,0.188918,0.214436,0.261817,0.178497,0.013345,0.010941,0.016421,0.009223,0.011333,0.018799,0.035421,0.009263,0.007517,0.006871,0.020987,0.003348,0.008930,true
0.038037,0.018456,3.025932,0.133101,0.203175,0.198438,0.006256,0.037917,-31.145623,3.169869,-0.384915,-0.218373,0.102413,0.146317,-0.001781,0.156585,-0.024720,-0.036315,-0.007355,-0.055277,-0.037160,0.015452,0.010091,0.049924,0.009702,0.014246,0.008257,0.073754,0.007199,0.008079,0.010995,0.028951,0.003455,0.025071,0.017429,0.045448,0.315122,0.058251,0.049301,0.170812,0.003314,0.017723,3.414658,0.984000,0.543378,0.503446,0.305192,0.193420,0.180311,0.192079,0.157096,0.140751,0.172524,0.157244,0.147251,0.009723,0.008864,0.037560,0.008158,0.009503,0.007374,0.035569,0.009231,0.007370,0.007109,0.022830,0.003155,0.011357,true
0.031694,0.018473,3.002647,0.087758,0.144241,0.186524,0.008383,0.048444,-30.677442,3.128453,-0.335670,-0.277732,-0.146609,0.392476,0.005852,0.255813,-0.047302,0.054102,-0.118626,0.032194,-0.072952,0.021050,0.014217,0.047600,0.010754,0.013196,0.012074,0.050522,0.006272,0.014516,0.007170,0.022367,0.004159,0.023156,0.029262,0.045413,0.327404,0.043129,0.037974,0.308355,0.003830,0.056356,3.483350,1.021202,0.723857,0.510706,0.469310,0.327141,0.292502,0.204194,0.218563,0.231042,0.218376,0.174173,0.210336,0.017985,0.015165,0.037602,0.012086,0.009415,0.019621,0.035541,0.008281,0.019499,0.005914,0.024627,0.003950,0.011555,true
0.028554,0.018487,3.022136,0.080763,0.141258,0.136360,0.010020,0.042875,-30.348041,3.146809,-0.645906,-0.152564,-0.031399,0.298959,0.041250,0.135239,-0.028836,-0.009226,-0.072103,-0.010815,-0.085623,0.017462,0.009443,0.028749,0.008990,0.013300,0.008395,0.048153,0.007303,0.012245,0.017596,0.033820,0.003398,0.019685,0.021705,0.045411,0.344464,0.035455,0.036982,0.225057,0.004277,0.034233,3.343728,1.159455,0.651983,0.476895,0.443257,0.272890,0.233146,0.274358,0.219291,0.159254,0.194341,0.164929,0.228816,0.015305,0.008887,0.020048,0.008147,0.009212,0.009367,0.037690,0.009107,0.014052,0.015443,0.024965,0.002973,0.008593,true
0.021662,0.018545,2.957998,0.072682,0.148985,0.034996,0.009690,0.029778,-30.744727,3.342113,-0.761380,-0.177934,-0.039690,0.251900,0.086787,0.362485,-0.115601,-0.023095,-0.054681,-0.052502,-0.007625,0.013966,0.012415,0.043888,0.008119,0.013794,0.007160,0.069357,0.008008,0.008108,0.008705,0.025845,0.002731,0.024625,0.007438,0.045413,0.332133,0.025987,0.039497,0.038808,0.003808,0.012806,3.367299,1.148533,0.477367,0.552549,0.479244,0.308445,0.250848,0.230311,0.205512,0.161565,0.154607,0.189620,0.183587,0.011462,0.012824,0.036377,0.007691,0.010063,0.007275,0.041582,0.009567,0.008428,0.006900,0.025180,0.002631,0.012605,true
0.027935,0.018442,2.964182,0.078800,0.144691,0.122855,0.010156,0.041833,-30.557235,2.910383,-0.452240,-0.134299,-0.163951,0.307654,0.031817,0.291840,-0.006604,0.010861,0.021577,-0.075845,0.026381,0.015466,0.009921,0.039187,0.009550,0.014989,0.010040,0.067016,0.007350,0.006976,0.009164,0.026607,0.002624,0.023145,0.015326,0.045324,0.366623,0.026934,0.042132,0.180078,0.004921,0.030807,3.787423,1.064563,0.580701,0.505133,0.521431,0.298076,0.265728,0.251248,0.232681,0.189650,0.204500,0.178420,0.199218,0.012056,0.008113,0.027179,0.011068,0.011671,0.013356,0.050696,0.008813,0.006694,0.006459,0.025695,0.002170,0.013479,true
0.035973,0.018429,3.024049,0.082868,0.143620,0.207337,0.009858,0.048403,-31.185577,3.383641,-0.570608,-0.265603,0.014260,0.190617,0.079978,0.306079,-0.006602,0.072105,-0.041431,-0.078256,-0.049541,0.015296,0.009319,0.033219,0.008842,0.017280,0.007192,0.062485,0.008762,0.008606,0.009307,0.025757,0.009265,0.021572,0.035980,0.045364,0.297061,0.044055,0.034463,0.380065,0.004661,0.053973,3.606134,0.954676,0.618475,0.419172,0.493466,0.233414,0.248594,0.183946,0.233919,0.227185,0.179157,0.186807,0.166941,0.012884,0.009593,0.022782,0.008235,0.012623,0.006682,0.041040,0.012702,0.009148,0.008566,0.021204,0.017917,0.010292,true
0.032055,0.018477,3.040849,0.087775,0.142284,0.210407,0.009936,0.055167,-30.477538,3.120926,-0.405612,-0.218760,0.006662,0.258517,0.018936,0.170191,-0.064453,-0.033388,-0.049981,-0.075168,-0.139936,0.024560,0.008371,0.031349,0.007576,0.011960,0.009044,0.047156,0.006242,0.007346,0.018050,0.038151,0.006286,0.021912,0.031210,0.045380,0.325788,0.041236,0.034111,0.357653,0.005696,0.061881,3.328345,1.092480,0.796995,0.535908,0.424092,0.312658,0.225403,0.242274,0.217577,0.215176,0.184855,0.167483,0.171636,0.023949,0.007813,0.031211,0.008758,0.009851,0.009335,0.030143,0.008517,0.009708,0.014904,0.031551,0.009727,0.008404,true
0.027928,0.018475,2.995591,0.099846,0.172556,0.138739,0.007844,0.032819,-31.271732,2.932607,-0.481519,-0.181041,0.080982,0.231786,0.066805,0.232378,-0.033003,0.001908,-0.051760,-0.078680,-0.024403,0.012917,0.009664,0.046961,0.010961,0.012751,0.008952,0.082856,0.006670,0.007220,0.008866,0.025450,0.002867,0.027397,0.007911,0.045477,0.313064,0.032338,0.046567,0.083676,0.003472,0.015396,4.070677,0.923909,0.472599,0.502290,0.260935,0.160994,0.201625,0.189543,0.182862,0.172885,0.155742,0.160956,0.163605,0.010354,0.008505,0.036608,0.010043,0.009545,0.011375,0.048502,0.008006,0.007122,0.005970,0.022796,0.002352,0.013221,true
0.025802,0.018467,2.930813,0.080503,0.149507,0.110072,0.009662,0.036736,-30.675659,2.625745,-0.623584,-0.141382,-0.005371,0.308313,0.014118,0.274803,-0.034595,0.020227,-0.083084,-0.054584,-0.026922,0.014513,0.011410,0.047029,0.006817,0.012133,0.007132,0.080265,0.007146,0.007848,0.008210,0.023501,0.004976,0.027549,0.010800,0.045382,0.368017,0.031084,0.050120,0.102189,0.004693,0.018882,3.861521,1.161541,0.571128,0.455564,0.433917,0.321051,0.314026,0.219523,0.223910,0.200679,0.194421,0.206008,0.216318,0.012390,0.010721,0.048386,0.006460,0.009860,0.006409,0.052337,0.009591,0.007732,0.006595,0.020107,0.006595,0.015847,true
0.033285,0.018562,2.961399,0.079620,0.141193,0.213481,0.010133,0.056500,-29.886212,2.334935,-0.394857,-0.512150,0.016706,0.240804,0.080501,0.164126,0.014108,-0.022363,-0.034536,-0.104855,-0.002306,0.013262,0.009287,0.038726,0.010694,0.012596,0.007369,0.055866,0.009370,0.008628,0.011180,0.023801,0.003026,0.021866,0.021990,0.045358,0.356455,0.023546,0.036471,0.233243,0.006010,0.042847,3.546704,1.112477,0.719310,0.639778,0.446905,0.358148,0.292739,0.284085,0.254462,0.288995,0.200051,0.205517,0.213654,0.010908,0.008181,0.038507,0.015269,0.012962,0.008380,0.046076,0.012017,0.008421,0.010302,0.024122,0.002592,0.014019,true
0.024566,0.018479,2.951443,0.080216,0.150714,0.116911,0.009954,0.037444,-31.069413,2.698472,-0.362248,-0.216793,-0.012448,0.313563,-0.056672,0.361036,-0.064331,-0.024071,0.017361,-0.108278,0.015878,0.012477,0.009112,0.049957,0.009465,0.012343,0.006366,0.084601,0.006506,0.005963,0.007492,0.028291,0.003640,0.029367,0.012948,0.045253,0.332442,0.028824,0.046377,0.160190,0.004465,0.028781,3.807662,1.248778,0.563492,0.627715,0.519872,0.273477,0.295113,0.283798,0.232301,0.189698,0.174719,0.187167,0.168504,0.011104,0.008870,0.050635,0.010426,0.009071,0.006390,0.060063,0.008754,0.005512,0.005933,0.024677,0.004424,0.018044,true
0.023058,0.018421,2.972605,0.069629,0.134110,0.103175,0.009647,0.038694,-30.556790,3.252465,-0.419684,-0.326067,-0.155744,0.308318,0.060163,0.268373,-0.032072,0.039670,-0.103686,-0.026159,-0.013404,0.016256,0.010672,0.038533,0.016342,0.016229,0.008732,0.055270,0.006826,0.007356,0.012068,0.027160,0.004536,0.021007,0.009756,0.045327,0.352356,0.027165,0.035642,0.155753,0.004381,0.026221,3.249010,1.057726,0.759044,0.452560,0.478977,0.298618,0.320942,0.253478,0.196109,0.187820,0.190374,0.164433,0.200868,0.011407,0.010962,0.020458,0.018136,0.012896,0.009058,0.035761,0.009496,0.006082,0.012165,0.022962,0.005217,0.008127,true
0.023579,0.018450,2.990028,0.071460,0.145504,0.079250,0.010537,0.031583,-30.986912,3.657166,-0.554618,-0.438160,-0.100616,0.210644,0.087742,0.315835,0.008240,0.068601,-0.069278,0.010178,-0.037528,0.012150,0.009319,0.042292,0.018165,0.020684,0.007259,0.052888,0.006538,0.005853,0.016969,0.027412,0.005277,0.021942,0.011984,0.045368,0.327852,0.025674,0.030799,0.147386,0.004981,0.021315,3.424470,0.771651,0.530555,0.409760,0.397933,0.238989,0.226083,0.213579,0.210037,0.206878,0.181931,0.192398,0.168751,0.010333,0.008403,0.027364,0.017151,0.012241,0.007588,0.036840,0.008819,0.005455,0.014947,0.023175,0.006520,0.008785,true
