@RELATION gradientboosting_classifier
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {false,true}

@DATA
0.170293,0.002579,2.974830,0.228221,0.247042,0.968846,0.010197,0.365236,-31.253441,1.248950,-0.480332,-0.320722,-0.199721,-0.007645,-0.173196,-0.135956,-0.065573,-0.138002,-0.151332,-0.050870,-0.169583,0.019299,0.004620,0.034477,0.013268,0.010053,0.008234,0.019510,0.005962,0.007144,0.009232,0.020680,0.004722,0.020048,0.097780,0.005483,0.517700,0.091706,0.063731,0.614271,0.010254,0.223814,2.990688,1.071285,0.738591,0.604796,0.406914,0.271777,0.330940,0.292596,0.275448,0.270964,0.289796,0.245932,0.260403,0.024783,0.003117,0.044044,0.017169,0.016300,0.009982,0.028749,0.009695,0.009539,0.009117,0.022399,0.004503,0.019371,false
0.104940,0.003426,2.854728,0.160950,0.187118,0.605907,0.010611,0.154583,-28.951876,1.653252,-0.169665,-0.118554,-0.084286,0.097876,-0.041047,0.128789,0.041886,-0.016448,-0.003759,0.009670,-0.032969,0.013088,0.005848,0.015112,0.007171,0.010986,0.006232,0.022677,0.003865,0.013322,0.023426,0.018469,0.005992,0.014829,0.088309,0.006038,0.605617,0.084058,0.057345,0.658964,0.007362,0.185170,3.195338,1.292256,0.937327,0.565701,0.496047,0.373182,0.349504,0.278364,0.305319,0.246463,0.243047,0.197741,0.255159,0.019875,0.007248,0.016023,0.007784,0.013525,0.007596,0.025464,0.005936,0.016475,0.024701,0.019594,0.010170,0.010620,false
0.093018,0.002843,2.751905,0.153933,0.190209,0.424181,0.008961,0.104875,-28.520908,2.124218,-0.052475,-0.053625,0.024697,-0.011406,-0.020828,0.045410,-0.060715,0.073079,-0.065900,0.085931,-0.140357,0.011055,0.003708,0.025405,0.008761,0.013786,0.007551,0.032288,0.006096,0.012499,0.022880,0.024137,0.006772,0.016277,0.089328,0.005399,0.513949,0.078838,0.057203,0.454604,0.005142,0.118358,2.986787,0.889922,1.173613,0.617364,0.414195,0.344987,0.236219,0.300237,0.209736,0.246521,0.235940,0.162673,0.193298,0.011415,0.003785,0.025654,0.009670,0.015633,0.010747,0.033137,0.010224,0.013701,0.018386,0.021493,0.008912,0.009868,false
0.065541,0.005192,2.613273,0.112552,0.166045,0.442468,0.010319,0.086528,-26.927714,0.832797,-0.454739,-0.897321,-0.797219,0.185504,-0.359470,-0.135008,-0.115061,-0.013429,-0.185917,0.144785,-0.256804,0.008426,0.010031,0.010698,0.009179,0.010481,0.013512,0.018450,0.009102,0.013678,0.010596,0.012820,0.008928,0.013066,0.040567,0.006627,0.463908,0.044742,0.054047,0.316885,0.004643,0.030571,2.499794,0.736037,0.948021,0.598584,0.552117,0.446612,0.444141,0.343243,0.279472,0.298093,0.237387,0.244843,0.250093,0.007732,0.011489,0.012036,0.006500,0.012330,0.018783,0.017771,0.016620,0.018188,0.010027,0.016622,0.012030,0.007804,false
0.123683,0.001907,2.651271,0.179524,0.221992,0.626273,0.012302,0.170639,-30.583401,2.209008,0.429367,-0.108987,-0.046579,0.134087,0.025549,0.017808,-0.025808,-0.022206,-0.064499,-0.005954,-0.081547,0.018488,0.002818,0.027361,0.013524,0.018520,0.008721,0.032459,0.001921,0.007884,0.028568,0.026700,0.006550,0.020141,0.095218,0.004930,0.645623,0.096586,0.057031,0.705346,0.007647,0.227013,2.917589,1.298806,0.763981,0.611780,0.435996,0.336385,0.235958,0.260119,0.281720,0.189817,0.200877,0.208729,0.210602,0.021922,0.003277,0.027543,0.014407,0.018924,0.014133,0.033190,0.002959,0.012553,0.033988,0.024913,0.012989,0.013537,false
0.089593,0.002671,2.845298,0.150692,0.195338,0.509545,0.011467,0.106472,-29.292791,1.948916,0.133549,-0.146657,-0.135043,0.136163,-0.062189,-0.027602,-0.057295,-0.093823,-0.104396,-0.011227,-0.157180,0.022319,0.002850,0.018512,0.016785,0.009504,0.006266,0.009262,0.002347,0.005774,0.025471,0.038130,0.007186,0.019872,0.082949,0.005554,0.538134,0.060376,0.045599,0.563778,0.007801,0.119661,2.405107,1.202153,0.786307,0.504151,0.445369,0.398621,0.295500,0.267573,0.228100,0.220591,0.334056,0.212371,0.317032,0.037477,0.003232,0.024447,0.025151,0.009683,0.007128,0.010765,0.004268,0.007125,0.024534,0.033551,0.016621,0.014850,false
0.095192,0.002170,2.793439,0.181808,0.227594,0.504002,0.009161,0.124847,-29.509195,1.824262,-0.372523,-0.136448,-0.348957,0.161643,0.166115,0.000812,0.017236,0.071185,-0.137026,0.042007,-0.103633,0.009899,0.006568,0.023647,0.016736,0.016762,0.010330,0.027777,0.006415,0.010267,0.017807,0.014839,0.005919,0.016710,0.087026,0.005350,0.432011,0.091187,0.067862,0.581732,0.004977,0.185462,3.325174,1.025416,1.003317,0.448410,0.432854,0.401286,0.290016,0.288871,0.252865,0.288782,0.249151,0.246183,0.224920,0.012752,0.008859,0.025849,0.019764,0.019454,0.015065,0.033138,0.011239,0.011275,0.017276,0.015278,0.006316,0.009565,false
0.081916,0.001947,2.851279,0.156803,0.215858,0.405783,0.011604,0.098972,-29.733633,2.503522,0.130235,-0.403818,-0.441248,0.157185,-0.083620,0.222296,0.071644,0.166527,0.008621,0.134195,-0.056636,0.014788,0.005871,0.017045,0.015241,0.020561,0.011225,0.027057,0.003031,0.010012,0.022706,0.026970,0.016492,0.018580,0.079214,0.004985,0.536440,0.078038,0.054840,0.517008,0.006878,0.140788,2.714722,0.862961,0.925913,0.466763,0.438970,0.318099,0.328802,0.307456,0.171463,0.264060,0.210650,0.194437,0.162159,0.018004,0.008090,0.017387,0.015915,0.014735,0.015499,0.023198,0.004986,0.016498,0.024032,0.024150,0.023321,0.008627,false
0.121877,0.003378,2.861306,0.189668,0.225718,0.712031,0.008255,0.201264,-29.588312,1.337243,-0.161237,-0.043638,-0.640363,-0.111713,0.098872,0.204227,-0.113867,-0.179410,0.153558,-0.039997,0.059397,0.015774,0.007254,0.015364,0.011733,0.013066,0.013188,0.014063,0.002396,0.005310,0.014021,0.013760,0.008640,0.011025,0.090135,0.005473,0.429281,0.101208,0.068742,0.667395,0.005627,0.216949,3.399258,1.116436,0.890742,0.455445,0.506352,0.331432,0.427195,0.344995,0.236072,0.313961,0.273237,0.250138,0.195552,0.020456,0.006387,0.015333,0.009045,0.010148,0.016093,0.011511,0.003403,0.005929,0.018254,0.012662,0.009149,0.007851,false
0.085855,0.003889,2.869917,0.166999,0.186498,0.697314,0.006544,0.171542,-28.266106,0.871419,0.430303,-0.716014,-0.605449,-0.032093,-0.020627,0.155477,0.062278,0.062238,-0.062965,-0.026967,-0.027630,0.014752,0.014048,0.019707,0.013013,0.007108,0.009647,0.017913,0.002157,0.005536,0.007722,0.012797,0.010694,0.015033,0.059465,0.005900,0.394909,0.085467,0.061851,0.414749,0.003898,0.136862,3.016113,1.088360,0.942700,0.396788,0.478192,0.320962,0.412363,0.284413,0.278370,0.234433,0.259728,0.250929,0.227609,0.018465,0.022020,0.022960,0.018893,0.007737,0.015147,0.019901,0.002872,0.006561,0.009673,0.019550,0.014928,0.007694,false
0.172607,0.001648,2.786347,0.222438,0.265789,0.709285,0.009544,0.239167,-31.751726,1.917174,-0.120963,-0.094956,-0.133126,-0.139559,0.041217,0.098469,-0.050528,0.127161,0.074560,0.088310,-0.042792,0.015609,0.006993,0.029669,0.014823,0.020713,0.014157,0.035512,0.003256,0.008406,0.014977,0.025615,0.005320,0.018374,0.115890,0.004967,0.604248,0.096490,0.048549,0.744647,0.007243,0.264909,2.829212,1.372096,0.850691,0.573899,0.439190,0.371512,0.269620,0.279891,0.220966,0.216153,0.185802,0.165661,0.191014,0.016975,0.014502,0.032491,0.016066,0.021671,0.015586,0.027062,0.004877,0.012583,0.016231,0.022709,0.005648,0.010897,false
0.088037,0.002474,2.781878,0.152006,0.182526,0.520273,0.009070,0.113792,-28.472862,1.484637,-0.544337,-0.069894,-0.257986,0.099162,-0.116548,-0.047106,0.070726,-0.152681,-0.036591,-0.071448,-0.115062,0.015298,0.008945,0.017369,0.012018,0.012309,0.006652,0.014883,0.005581,0.011442,0.015335,0.017045,0.008112,0.012761,0.065603,0.004653,0.457757,0.068258,0.055271,0.507430,0.005930,0.092652,2.930181,0.908681,1.001030,0.562927,0.458779,0.337209,0.290951,0.333028,0.267263,0.295552,0.306653,0.227032,0.294174,0.020700,0.013550,0.018866,0.016961,0.014001,0.006420,0.016562,0.009633,0.012128,0.013228,0.016105,0.011351,0.008404,false
0.051216,0.006005,2.932344,0.121870,0.191574,0.166579,0.014124,0.039681,-32.141523,2.216415,-0.048887,0.197441,-0.876254,0.220729,0.061912,0.098910,0.152232,0.074260,0.038046,0.061060,0.094427,0.014479,0.008192,0.025496,0.009344,0.074332,0.011159,0.033714,0.001771,0.008737,0.007589,0.016967,0.010843,0.034430,0.064767,0.009885,0.411570,0.077116,0.059227,0.290975,0.012500,0.021776,3.642115,0.659087,0.752107,0.471945,0.674447,0.336761,0.401130,0.241113,0.242327,0.282797,0.189088,0.214148,0.154034,0.015932,0.015007,0.036737,0.014017,0.054961,0.017067,0.039134,0.002058,0.014109,0.011156,0.019701,0.014528,0.013558,false
0.049000,0.006067,2.847213,0.116987,0.180501,0.339199,0.012476,0.061875,-31.641675,1.476424,0.177795,-0.077770,-0.348973,0.333555,-0.017430,0.187546,-0.003149,0.157121,-0.044519,0.151659,-0.023606,0.010825,0.006321,0.017168,0.011167,0.075906,0.008768,0.029944,0.002881,0.004731,0.007490,0.009435,0.006804,0.028779,0.025671,0.010000,0.462924,0.049283,0.067900,0.285910,0.010714,0.039096,3.664511,1.107133,0.717067,0.655391,0.544667,0.385486,0.357271,0.247496,0.262712,0.245405,0.283601,0.194925,0.188182,0.009473,0.009749,0.022024,0.016837,0.056851,0.010779,0.033405,0.005389,0.003709,0.009388,0.008894,0.006928,0.014058,false
0.045769,0.006008,2.888060,0.111772,0.183187,0.181104,0.011500,0.044875,-31.221205,1.821218,-0.156383,-0.013355,-0.263942,0.159299,-0.047792,0.193057,-0.074545,0.213299,-0.063406,0.128540,-0.027590,0.011774,0.005173,0.014928,0.014686,0.071989,0.010116,0.027754,0.002971,0.009265,0.010639,0.015556,0.006746,0.028209,0.039786,0.009850,0.473577,0.046735,0.064053,0.178155,0.009123,0.026424,3.318748,0.774648,0.953073,0.704215,0.473022,0.414442,0.341470,0.401109,0.288664,0.322154,0.237830,0.201702,0.193380,0.014909,0.008044,0.013947,0.016604,0.049362,0.012626,0.026367,0.004358,0.012511,0.010959,0.013470,0.009337,0.013469,false
0.037384,0.006096,3.016764,0.117390,0.190539,0.231143,0.015168,0.051972,-32.338692,3.036954,-0.117469,0.010906,-0.129268,0.192812,0.249779,0.222014,0.027194,0.135338,0.046536,0.087587,0.063432,0.014879,0.011230,0.018497,0.005870,0.078574,0.014942,0.036539,0.004133,0.007185,0.010166,0.006885,0.005861,0.031476,0.031818,0.010062,0.312253,0.042840,0.034544,0.291077,0.012872,0.051482,2.671973,0.545079,0.691498,0.461004,0.409648,0.379150,0.285022,0.247349,0.275586,0.235348,0.227250,0.193342,0.179543,0.023320,0.017271,0.016224,0.008140,0.060721,0.021293,0.026138,0.005498,0.007264,0.009337,0.006682,0.013223,0.012847,false
0.038287,0.006072,2.860280,0.111589,0.178988,0.254836,0.014898,0.054639,-31.476939,2.253813,0.197299,0.025205,-0.637961,0.221860,0.260040,0.222119,0.176279,0.118098,0.031194,0.081541,-0.074412,0.021519,0.011686,0.020344,0.009803,0.072266,0.011023,0.018892,0.001425,0.005587,0.009201,0.021180,0.012898,0.031516,0.027753,0.009994,0.513557,0.050173,0.048365,0.303223,0.011967,0.050734,3.018748,0.762644,0.599844,0.558249,0.655419,0.425577,0.297605,0.320280,0.297512,0.298334,0.240500,0.227785,0.191844,0.022843,0.016329,0.021842,0.012340,0.052792,0.019987,0.017372,0.001858,0.007510,0.010410,0.026252,0.022586,0.012959,false
0.030151,0.005988,2.985347,0.107422,0.176745,0.218697,0.017336,0.043208,-31.703285,2.144529,0.437035,0.005505,-0.499106,0.173337,0.169616,0.165232,0.068996,0.241018,-0.001747,0.163799,-0.025564,0.020645,0.006001,0.012881,0.016473,0.079919,0.003886,0.025198,0.004675,0.003478,0.017062,0.016468,0.014314,0.035120,0.018627,0.009878,0.317445,0.042775,0.047340,0.241999,0.016448,0.039656,2.842434,0.648400,0.731687,0.714428,0.671995,0.492986,0.370809,0.288372,0.305698,0.282246,0.247323,0.194210,0.250861,0.029504,0.012381,0.010913,0.020592,0.056066,0.004016,0.032750,0.006613,0.003553,0.023543,0.025767,0.027604,0.014658,false
0.047888,0.006088,2.896747,0.119105,0.179256,0.296570,0.012314,0.055111,-32.050544,2.490838,0.331749,0.101636,-0.064797,0.233175,0.246160,0.267529,-0.008145,0.139648,-0.012216,0.108655,0.039163,0.019016,0.007157,0.041573,0.009053,0.077717,0.009594,0.030583,0.002778,0.007517,0.006004,0.013173,0.003940,0.034778,0.043867,0.010047,0.417404,0.059648,0.048884,0.375761,0.008933,0.062079,3.234292,0.685082,0.835313,0.476557,0.447241,0.415965,0.303347,0.304026,0.260690,0.205213,0.242371,0.209659,0.154188,0.023910,0.009396,0.045290,0.009931,0.055990,0.016819,0.034571,0.007148,0.011033,0.008319,0.017896,0.004592,0.014108,false
0.035508,0.005921,2.937444,0.124388,0.196072,0.173765,0.014200,0.035639,-32.302783,2.549238,-0.019134,0.340467,0.122226,0.182827,0.069037,0.098731,-0.102451,-0.020329,-0.056499,-0.061200,-0.099519,0.027618,0.004590,0.033793,0.021300,0.078157,0.007439,0.038074,0.005983,0.004006,0.010260,0.017716,0.003992,0.037340,0.023919,0.009783,0.391236,0.056378,0.057366,0.207390,0.010792,0.032590,3.362138,0.599973,0.699174,0.530964,0.378388,0.370403,0.266678,0.284976,0.273159,0.214693,0.258378,0.259257,0.191173,0.031500,0.006086,0.041515,0.025420,0.054948,0.009665,0.042035,0.011666,0.004513,0.010299,0.019093,0.004436,0.014990,false
0.039537,0.006320,2.910795,0.106486,0.174074,0.285015,0.015265,0.052347,-30.866432,1.673265,-0.128620,-0.198814,-0.076179,0.331151,-0.075756,0.106061,-0.111667,0.194916,-0.048445,0.136690,-0.148637,0.010107,0.006988,0.012623,0.013423,0.070800,0.009373,0.032271,0.010065,0.010673,0.009441,0.012017,0.006600,0.029932,0.019808,0.010334,0.398416,0.038560,0.053081,0.219246,0.013510,0.029784,3.022483,0.852745,0.868187,0.598447,0.459643,0.487656,0.394653,0.364184,0.336235,0.357170,0.218518,0.195514,0.231843,0.012129,0.013707,0.012042,0.015303,0.048684,0.013579,0.032054,0.016979,0.016732,0.008865,0.011179,0.010849,0.013991,false
0.036210,0.005966,3.033624,0.123846,0.194408,0.220035,0.016724,0.042264,-32.471877,2.438680,0.269051,0.145963,0.128442,0.184479,-0.059269,0.003494,-0.027975,-0.142590,-0.068235,-0.190456,-0.088491,0.026591,0.003906,0.052282,0.030201,0.080769,0.005114,0.032323,0.001841,0.004953,0.005489,0.008095,0.002415,0.043569,0.041942,0.009857,0.347481,0.058436,0.053584,0.308155,0.013656,0.051128,3.297414,0.798721,0.489443,0.565556,0.363042,0.346670,0.220230,0.257011,0.260791,0.250957,0.286853,0.279569,0.341738,0.038162,0.004643,0.059347,0.038763,0.060885,0.006131,0.038956,0.003044,0.007065,0.006713,0.007543,0.002347,0.019219,false
0.062873,0.008324,3.001932,0.177609,0.250128,0.247107,0.014993,0.028431,-34.051366,2.553191,0.158943,0.371200,-0.043658,0.213482,0.067443,0.189496,0.068059,0.109489,0.070871,0.081846,0.008728,0.013143,0.003936,0.027618,0.024564,0.080672,0.008784,0.053833,0.001282,0.006565,0.010786,0.020104,0.004114,0.035876,0.057902,0.016505,0.329997,0.076541,0.067333,0.312761,0.019992,0.022285,4.892717,0.709096,0.411488,0.471473,0.408826,0.369664,0.219760,0.249360,0.199673,0.156947,0.130995,0.159689,0.142454,0.010833,0.005793,0.030097,0.021689,0.058284,0.009370,0.049117,0.001191,0.006675,0.009427,0.015226,0.003206,0.012703,false
0.041455,0.006105,2.959050,0.133895,0.218152,0.153845,0.013684,0.035639,-32.855985,2.430407,0.090221,0.267649,-0.460010,0.112823,-0.059904,0.151303,0.032973,0.066685,0.053629,0.086178,0.014046,0.011761,0.006621,0.017003,0.023479,0.075793,0.012422,0.034104,0.001490,0.014089,0.012056,0.015113,0.005274,0.032489,0.025871,0.010039,0.421212,0.050479,0.057995,0.184980,0.011083,0.031608,3.215056,0.737869,0.591598,0.538653,0.636542,0.347530,0.383992,0.316088,0.296270,0.274385,0.182430,0.169301,0.164627,0.009397,0.011599,0.012359,0.029250,0.052454,0.023814,0.029468,0.001915,0.022013,0.010637,0.013363,0.005623,0.014724,false
0.047027,0.005985,2.862775,0.112428,0.175369,0.205598,0.015488,0.052208,-31.839814,2.441211,0.062425,0.341431,-0.084263,0.240457,0.162994,0.096913,0.019570,-0.001617,-0.042614,0.046682,-0.058934,0.020240,0.008322,0.019894,0.008959,0.076513,0.007348,0.017688,0.001240,0.006901,0.016515,0.024217,0.003005,0.032019,0.045401,0.009880,0.521157,0.045392,0.042320,0.257752,0.013513,0.048371,3.095925,0.858143,0.692402,0.577628,0.425231,0.443572,0.249486,0.289474,0.257818,0.233212,0.243517,0.263635,0.217775,0.025303,0.014637,0.020971,0.012827,0.054006,0.009991,0.016928,0.001779,0.009726,0.019143,0.028716,0.002829,0.013834,false
0.049125,0.005964,3.025412,0.141398,0.221561,0.198796,0.017185,0.028000,-33.551112,2.817812,0.143006,0.211532,-0.034384,0.170472,0.101824,0.212127,0.066862,0.135008,0.063856,0.125284,-0.016371,0.012275,0.004487,0.027182,0.020108,0.081112,0.005563,0.048122,0.001656,0.005335,0.015508,0.020218,0.004360,0.036261,0.052209,0.009865,0.327916,0.058854,0.046150,0.267491,0.017684,0.024564,3.049198,0.783146,0.472857,0.478196,0.353220,0.319205,0.312093,0.256652,0.236599,0.201923,0.181438,0.174291,0.159436,0.014256,0.007268,0.037315,0.019943,0.058393,0.004730,0.038275,0.002502,0.006403,0.019138,0.017882,0.004778,0.012615,false
0.047499,0.006117,2.900944,0.126579,0.197489,0.218593,0.012022,0.044875,-32.247977,2.161678,0.170931,0.375030,-0.232769,0.173828,0.188830,0.297296,-0.073432,0.004132,0.145702,0.096140,0.083993,0.010793,0.004141,0.024477,0.016168,0.079592,0.010726,0.036939,0.001609,0.004393,0.009224,0.014184,0.002442,0.030030,0.028584,0.010080,0.393955,0.056566,0.069476,0.197301,0.011674,0.029861,3.575982,0.828972,0.686610,0.503885,0.514041,0.379903,0.348253,0.317802,0.287860,0.218305,0.196716,0.198453,0.204334,0.011468,0.004961,0.025508,0.016788,0.053455,0.011163,0.034364,0.001780,0.004635,0.008421,0.013971,0.002419,0.012107,false
0.052390,0.005982,2.936389,0.129485,0.195910,0.250672,0.016469,0.051611,-33.143302,2.774028,0.107608,0.113457,-0.115543,0.182374,0.277841,0.311420,0.123997,0.171190,0.093036,0.054278,0.031724,0.012155,0.008405,0.027260,0.011897,0.081340,0.006093,0.037031,0.001861,0.003858,0.009262,0.013079,0.009824,0.033390,0.044438,0.009879,0.379062,0.063351,0.056821,0.330848,0.013293,0.055999,3.378583,0.845334,0.521801,0.489003,0.483009,0.338955,0.320862,0.262889,0.294791,0.224755,0.196035,0.184592,0.146742,0.015969,0.018660,0.039818,0.014902,0.054704,0.008001,0.033081,0.003464,0.004516,0.009789,0.017174,0.015358,0.013472,false
0.055433,0.006026,2.795738,0.145198,0.200707,0.400270,0.011348,0.068000,-31.333989,1.685205,0.175251,-0.000474,-0.415002,0.369773,0.213391,0.152513,0.094448,0.068916,0.105113,0.109704,0.021371,0.010497,0.004010,0.012300,0.010377,0.076402,0.010259,0.024332,0.002423,0.004522,0.011599,0.014599,0.006218,0.028263,0.043848,0.009890,0.555308,0.057437,0.053839,0.349018,0.011193,0.053998,3.348553,0.926792,0.813241,0.523339,0.473810,0.397511,0.318792,0.347223,0.306655,0.254245,0.195396,0.220315,0.170697,0.015220,0.003777,0.010487,0.010851,0.055256,0.018429,0.031782,0.003481,0.005127,0.017242,0.013934,0.008782,0.016283,false
0.041149,0.005992,2.966743,0.113147,0.172853,0.237774,0.017152,0.049000,-31.884883,2.463995,0.320117,0.223552,0.084797,0.245132,0.136211,0.179700,-0.032646,0.007001,-0.000948,0.032266,-0.108824,0.024310,0.002452,0.018672,0.006781,0.077583,0.012248,0.024523,0.001379,0.002934,0.016607,0.028697,0.008046,0.036208,0.046012,0.009870,0.486539,0.044973,0.038575,0.364317,0.016500,0.063602,3.038873,0.858152,0.824431,0.670319,0.442976,0.407567,0.307785,0.278899,0.297268,0.282783,0.217346,0.210558,0.275144,0.031808,0.003440,0.021590,0.011997,0.057527,0.023174,0.032083,0.002049,0.005435,0.016772,0.032412,0.014682,0.014472,false
0.065138,0.006219,3.019769,0.156527,0.229590,0.261529,0.017651,0.038528,-33.433430,2.194673,0.116095,0.274190,-0.284692,0.152232,0.045388,0.140767,0.120720,0.073545,0.054482,0.087866,0.004985,0.018025,0.004609,0.020934,0.023253,0.077341,0.007041,0.038684,0.001498,0.004668,0.010166,0.018362,0.006526,0.032280,0.078819,0.010233,0.338887,0.068747,0.063738,0.363647,0.021634,0.031986,3.987796,0.932174,0.576397,0.559534,0.633556,0.322509,0.282158,0.303419,0.240802,0.178040,0.161386,0.152641,0.171534,0.021861,0.006702,0.017093,0.020515,0.055460,0.007201,0.030847,0.001552,0.004110,0.008561,0.015700,0.009158,0.015440,false
0.075379,0.006041,2.956902,0.155627,0.213640,0.342403,0.015069,0.050944,-32.975413,1.818852,0.123639,0.131612,-0.205369,0.098566,-0.039623,0.240074,-0.026849,0.032225,0.121456,0.001262,0.055538,0.010694,0.004361,0.025904,0.016440,0.071661,0.006525,0.044922,0.002879,0.004441,0.008688,0.015306,0.005408,0.031312,0.066017,0.009827,0.369510,0.065832,0.051873,0.369307,0.017523,0.040969,3.316820,1.151095,0.739574,0.553188,0.489480,0.348024,0.295856,0.296911,0.315505,0.211997,0.210384,0.201355,0.151365,0.010439,0.003956,0.034281,0.014689,0.052969,0.006996,0.052427,0.005424,0.004163,0.008124,0.014824,0.005319,0.015468,false
0.044150,0.005995,2.988789,0.115289,0.192011,0.195579,0.014529,0.039625,-32.329293,2.542789,0.092822,0.154203,-0.000044,0.271662,0.207935,0.269743,-0.017556,0.117672,0.006126,0.141945,0.095890,0.010317,0.003264,0.031249,0.018726,0.083640,0.007978,0.024263,0.004055,0.004499,0.012255,0.021676,0.003871,0.032580,0.040695,0.009916,0.320464,0.049261,0.053388,0.211386,0.010879,0.031201,3.048721,0.761109,0.667698,0.580026,0.451320,0.375209,0.320303,0.345553,0.198442,0.219650,0.275042,0.186196,0.164891,0.010609,0.004870,0.028329,0.020900,0.058565,0.011069,0.024414,0.006890,0.004165,0.015295,0.025780,0.006324,0.013036,false
0.029623,0.005906,2.976381,0.131016,0.219154,0.103760,0.019635,0.019236,-33.103137,2.976347,0.113110,0.214443,-0.079343,0.195003,0.131074,0.291164,0.066396,0.163286,0.016464,0.078378,0.019013,0.019589,0.009451,0.023950,0.013919,0.080642,0.011995,0.045465,0.000949,0.005742,0.015368,0.014415,0.004465,0.037783,0.022086,0.009781,0.351646,0.059351,0.054886,0.135163,0.019926,0.013495,3.392586,0.508903,0.635254,0.405035,0.384515,0.343461,0.269317,0.256868,0.254874,0.193396,0.207479,0.207682,0.172410,0.027418,0.020481,0.032441,0.017313,0.060684,0.011797,0.042038,0.001227,0.008590,0.017414,0.014521,0.006802,0.013380,false
0.047207,0.005947,2.961624,0.122778,0.200735,0.185567,0.016003,0.038042,-33.104379,2.910630,-0.083704,0.074030,-0.071744,0.226150,0.277929,0.192479,0.047076,0.216421,0.056582,0.085798,-0.016896,0.020875,0.006189,0.014660,0.009702,0.084429,0.014175,0.034663,0.002824,0.004213,0.008912,0.009142,0.008771,0.031050,0.043189,0.009835,0.347820,0.050201,0.048506,0.237278,0.012272,0.039294,3.099287,0.776044,0.761012,0.520627,0.434289,0.307597,0.283184,0.259802,0.302807,0.235474,0.181849,0.199291,0.164775,0.022952,0.011657,0.014880,0.014659,0.050898,0.014454,0.021319,0.006714,0.005743,0.011321,0.010817,0.014040,0.013452,false
0.039044,0.005979,2.963896,0.118486,0.195266,0.228106,0.015936,0.042000,-32.886971,2.829620,0.369438,0.012953,-0.093203,0.185553,0.157389,0.304457,0.130249,0.185717,0.069326,0.039253,-0.017718,0.013224,0.008123,0.022203,0.012144,0.083904,0.006912,0.037751,0.001574,0.006428,0.010128,0.017961,0.013287,0.035818,0.037167,0.009884,0.386074,0.053406,0.044667,0.378290,0.012255,0.058481,3.002122,0.841940,0.663299,0.537957,0.441852,0.383373,0.274210,0.277845,0.286179,0.217386,0.178679,0.186835,0.188153,0.017918,0.014607,0.032542,0.016889,0.062105,0.007575,0.038142,0.003298,0.010051,0.014107,0.021332,0.020634,0.014140,false
