@RELATION svm_classifier
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {false,true}

@DATA
0.110579,0.001260,2.888883,0.257264,0.259755,0.672381,0.003839,0.106806,-33.064383,2.150096,0.178149,0.045161,0.245220,0.174938,0.074861,0.161130,0.068405,0.036001,0.315558,0.383633,0.235312,0.003699,0.001421,0.050068,0.002867,0.059271,0.006423,0.152319,0.001211,0.003254,0.006244,0.013381,0.001131,0.046492,0.030668,0.002605,0.357009,0.040797,0.019094,0.222863,0.002327,0.071170,1.501986,0.530629,0.339190,0.203929,0.153917,0.198544,0.173123,0.141514,0.186003,0.131993,0.140794,0.152395,0.115968,0.002717,0.000693,0.035552,0.002224,0.039902,0.004694,0.048701,0.001273,0.003180,0.003553,0.010805,0.000677,0.010850,true
0.293331,0.006644,3.113244,0.382970,0.284715,1.212040,0.005482,0.506719,-38.193253,1.203163,-0.682301,-0.320270,-0.256835,-0.141189,-0.119197,-0.033474,0.058281,0.111096,0.090987,0.026457,-0.010762,0.011004,0.001195,0.014237,0.005211,0.011615,0.004091,0.057063,0.001123,0.003990,0.011623,0.027742,0.002307,0.021203,0.062659,0.012269,0.205899,0.084089,0.043912,0.263199,0.003723,0.108411,3.265047,1.040575,0.350603,0.288916,0.216539,0.174760,0.126970,0.126683,0.129769,0.109755,0.116139,0.117662,0.104534,0.007262,0.000880,0.011015,0.003863,0.010088,0.003779,0.015053,0.000676,0.004456,0.009578,0.020252,0.002182,0.003174,true
0.526433,0.001573,3.138641,0.474410,0.310964,1.641253,0.002740,0.663240,-40.836534,-0.021196,-1.175753,-0.569114,-0.517178,-0.185794,-0.135341,-0.054229,-0.006896,0.156964,0.148935,0.036011,0.000961,0.002721,0.002161,0.004100,0.002426,0.006526,0.004811,0.040146,0.004794,0.007153,0.002823,0.003525,0.002523,0.011439,0.133906,0.003309,0.258256,0.126115,0.052246,0.482076,0.002395,0.189975,3.716656,0.929660,0.342553,0.332112,0.194700,0.248507,0.170065,0.131483,0.204131,0.121821,0.112061,0.135428,0.138438,0.002718,0.001582,0.005166,0.002154,0.007832,0.004746,0.004073,0.005219,0.008055,0.001931,0.003367,0.002211,0.001435,true
0.018602,0.002179,3.188101,0.332444,0.322493,0.374866,0.003457,0.003604,-39.352510,0.089276,-0.736106,-0.560659,-0.467264,-0.266608,-0.198012,0.053396,0.087558,0.147614,0.114421,0.091440,0.071868,0.003259,0.000596,0.021869,0.003780,0.005309,0.001576,0.140804,0.000354,0.001210,0.006239,0.004788,0.000946,0.041214,0.006325,0.003942,0.121012,0.035018,0.021294,0.062876,0.002634,0.002866,1.571903,0.506786,0.322133,0.277400,0.192425,0.179766,0.128194,0.165204,0.123598,0.137046,0.116836,0.158179,0.112659,0.002978,0.000414,0.013181,0.005499,0.004687,0.001658,0.016362,0.000254,0.001144,0.006185,0.003766,0.000947,0.004095,true
0.359775,0.001473,3.087694,0.374819,0.316174,1.753453,0.002259,0.656198,-38.193349,-0.111891,-1.552464,-0.700590,-0.407651,-0.275127,-0.172434,0.035969,0.119857,0.097243,0.061035,0.074861,0.059281,0.007425,0.004109,0.004987,0.005651,0.004745,0.005182,0.008248,0.004257,0.005349,0.005042,0.006933,0.005436,0.003664,0.113883,0.003790,0.221289,0.085664,0.047304,0.517889,0.001669,0.190336,3.124310,0.756325,0.533063,0.293933,0.285690,0.212716,0.140965,0.161366,0.161134,0.152747,0.175261,0.115550,0.128787,0.006383,0.002282,0.003085,0.003795,0.003794,0.002289,0.004048,0.002561,0.004183,0.002853,0.006054,0.003581,0.002050,true
0.298725,0.001195,3.121971,0.347212,0.305433,1.761154,0.002353,0.558646,-37.936959,0.008340,-1.268776,-0.582915,-0.320131,-0.190557,-0.096299,0.119062,0.153067,0.069993,0.005700,0.107923,0.090596,0.007333,0.004560,0.009190,0.005364,0.004658,0.005143,0.016229,0.003918,0.003785,0.004615,0.008107,0.004901,0.006322,0.103099,0.002779,0.276099,0.079584,0.047995,0.510765,0.001663,0.239515,2.833026,0.798534,0.594153,0.362236,0.336956,0.265060,0.189559,0.171239,0.208584,0.211736,0.173966,0.131887,0.142440,0.006186,0.002719,0.007362,0.003716,0.003974,0.004388,0.020186,0.002229,0.002007,0.003062,0.008290,0.003441,0.006557,true
0.377965,0.001022,3.078005,0.383933,0.321503,1.782567,0.002016,0.581354,-39.371160,-0.298815,-1.432373,-0.679143,-0.409141,-0.325131,-0.218130,-0.043928,0.076659,0.075035,0.019522,0.055502,0.065469,0.006932,0.005208,0.006060,0.004175,0.004707,0.004488,0.010859,0.003905,0.004009,0.006095,0.007162,0.007040,0.004493,0.074488,0.001694,0.216813,0.049396,0.026630,0.267683,0.001006,0.133750,1.878208,0.426203,0.356347,0.225707,0.233887,0.149684,0.138330,0.155290,0.192486,0.125256,0.142738,0.110610,0.116763,0.006200,0.003191,0.003580,0.002438,0.003699,0.001836,0.002792,0.002051,0.001886,0.002694,0.005660,0.004481,0.001458,true
0.280179,0.001701,3.136590,0.339219,0.311651,1.616017,0.002478,0.505698,-36.141352,0.334469,-0.776204,-0.531574,-0.432651,-0.214521,-0.140157,-0.005223,0.133489,0.132576,0.067019,0.109884,0.032842,0.010255,0.004390,0.011496,0.011081,0.007496,0.009280,0.025956,0.004242,0.006333,0.006804,0.012375,0.004720,0.008953,0.124872,0.006056,0.222672,0.083366,0.041311,0.630553,0.002051,0.240245,2.702411,1.187010,0.538465,0.432018,0.362208,0.328647,0.181690,0.212196,0.124886,0.150339,0.140076,0.123255,0.100187,0.009068,0.002356,0.010294,0.011751,0.005301,0.008183,0.032748,0.005398,0.005304,0.005017,0.010210,0.002752,0.009519,true
0.299437,0.001081,3.149662,0.354825,0.328813,1.521628,0.002655,0.590576,-35.982761,0.528004,-1.064408,-0.506258,-0.483332,-0.225533,-0.227948,-0.101845,0.064046,0.116781,0.083080,0.057979,0.059660,0.010208,0.005013,0.012759,0.016800,0.006920,0.008695,0.026871,0.006063,0.006232,0.008329,0.016094,0.005102,0.009468,0.129866,0.003134,0.167485,0.084072,0.029471,0.679926,0.001969,0.274574,2.330972,1.206603,0.490012,0.439361,0.266874,0.235222,0.131468,0.138238,0.121639,0.108791,0.133455,0.162967,0.123287,0.010213,0.003233,0.011229,0.018252,0.005866,0.007080,0.020314,0.005804,0.004722,0.006084,0.013459,0.002686,0.006681,true
0.264699,0.000941,3.076370,0.320273,0.316700,1.280922,0.003034,0.494417,-35.951861,0.855234,-0.954648,-0.380743,-0.436912,-0.205147,-0.193405,-0.032707,0.087858,0.154848,0.078967,0.020961,-0.014270,0.012833,0.004637,0.013851,0.019491,0.008729,0.012163,0.029269,0.004927,0.006724,0.009888,0.017021,0.007219,0.010390,0.161325,0.003307,0.239930,0.107146,0.045484,0.804355,0.002277,0.323126,3.138883,1.481118,0.504143,0.456895,0.240684,0.246467,0.172750,0.143720,0.161336,0.100339,0.136100,0.136061,0.144791,0.009876,0.003242,0.010096,0.019316,0.008021,0.011516,0.021074,0.004923,0.005052,0.006438,0.015658,0.003825,0.006730,true
0.076579,0.003375,3.051513,0.211847,0.291907,0.268644,0.008541,0.027312,-36.470615,2.580515,-0.077005,0.297456,-0.118631,0.026600,-0.033877,0.045961,0.003500,0.102847,0.036235,0.062470,-0.016025,0.014954,0.003806,0.022366,0.029578,0.047083,0.010474,0.066057,0.001614,0.006213,0.014254,0.028666,0.005129,0.029044,0.047691,0.006180,0.272521,0.057067,0.027129,0.245623,0.008343,0.013748,2.172817,0.733682,0.319062,0.337563,0.216317,0.186673,0.146425,0.169145,0.166033,0.121318,0.133404,0.130617,0.131241,0.011403,0.003702,0.010759,0.020115,0.026267,0.009677,0.026950,0.001354,0.003470,0.009653,0.020156,0.003420,0.006725,true
0.111419,0.001260,2.886235,0.257008,0.260365,0.671365,0.003985,0.108681,-33.029505,2.188072,0.174462,0.047771,0.257917,0.177453,0.083738,0.174835,0.076739,0.046645,0.326875,0.390837,0.231448,0.003394,0.001398,0.052112,0.002884,0.057787,0.005952,0.153844,0.001110,0.002837,0.006017,0.014959,0.001229,0.046956,0.035079,0.003711,0.382143,0.057229,0.029788,0.263002,0.002625,0.074363,1.961986,0.647988,0.381328,0.176722,0.177026,0.175777,0.170520,0.132533,0.199872,0.127911,0.139005,0.171589,0.110734,0.002108,0.000725,0.034639,0.002172,0.038735,0.005298,0.052230,0.000850,0.003158,0.003704,0.012431,0.000826,0.011396,true
0.107146,0.004732,2.999402,0.248575,0.255734,0.641302,0.003373,0.107649,-29.355254,2.316629,0.065399,0.122582,0.205372,0.193220,0.063271,0.152084,0.067559,0.014851,0.210283,0.237386,0.134911,0.011718,0.001812,0.048713,0.005831,0.056106,0.006087,0.122499,0.002069,0.002963,0.012833,0.011337,0.002166,0.039195,0.033806,0.006161,0.231894,0.048396,0.020723,0.241479,0.001270,0.073693,1.073284,0.581459,0.341067,0.188409,0.117381,0.176741,0.135291,0.149042,0.166069,0.132061,0.189364,0.216015,0.123602,0.009516,0.001030,0.030290,0.006115,0.035151,0.004169,0.041885,0.001707,0.002728,0.008926,0.007807,0.001567,0.009972,true
0.093996,0.001357,3.026356,0.235395,0.257615,0.570337,0.007106,0.106087,-32.222011,2.151806,0.164359,0.403648,0.232665,0.271512,0.165152,0.190898,0.092528,-0.003858,0.206595,0.240290,0.157166,0.003711,0.001427,0.041365,0.003762,0.054856,0.004372,0.129636,0.001001,0.001422,0.005348,0.054313,0.000873,0.050673,0.030108,0.002291,0.197224,0.042317,0.023443,0.170176,0.006945,0.055602,1.730752,0.428077,0.358965,0.342328,0.185402,0.176392,0.161844,0.142661,0.152342,0.147112,0.184453,0.198055,0.118019,0.002950,0.001386,0.026703,0.004537,0.030993,0.004077,0.075495,0.001035,0.001640,0.004478,0.046430,0.000831,0.014772,true
0.018080,0.000407,2.793272,0.127897,0.229704,0.044568,0.062507,0.004292,-35.326346,2.420100,0.034378,0.380936,0.176942,0.276076,0.097913,0.161336,0.094525,0.068600,0.044137,0.080851,0.047207,0.001366,0.000797,0.025975,0.000891,0.002222,0.000811,0.239385,0.000458,0.000879,0.001599,0.003994,0.000833,0.066075,0.038256,0.001090,0.363830,0.056338,0.039295,0.107144,0.074546,0.007034,3.121725,0.250541,0.385487,0.116601,0.110442,0.110883,0.097970,0.102215,0.088480,0.080973,0.068185,0.048119,0.053432,0.002477,0.001973,0.025968,0.001513,0.002639,0.001362,0.084221,0.000964,0.001877,0.002496,0.003764,0.002148,0.023455,true
0.122598,0.001150,2.954781,0.353745,0.344968,0.505753,0.005485,0.021990,-39.325677,2.263400,0.143139,0.621686,0.408821,0.287359,0.036160,0.075248,0.030683,0.013157,-0.138160,-0.175288,0.059467,0.022367,0.000421,0.069202,0.002361,0.014832,0.001210,0.222613,0.001274,0.000892,0.003355,0.035053,0.001267,0.067806,0.036213,0.002865,0.163556,0.059920,0.033391,0.172726,0.004615,0.026810,1.859874,0.660140,0.283960,0.226475,0.151900,0.178306,0.154596,0.164489,0.176754,0.151666,0.131290,0.120473,0.111713,0.013823,0.000350,0.042155,0.001692,0.007812,0.001139,0.070008,0.001862,0.000671,0.003255,0.027604,0.001003,0.016875,true
0.360692,0.004460,3.132284,0.419259,0.300638,1.325201,0.002650,0.564156,-38.191174,1.326988,0.039774,0.509826,0.065775,0.116756,-0.174073,0.258300,0.244616,0.066957,0.228983,-0.091711,0.006630,0.006710,0.003697,0.039201,0.003795,0.021396,0.004667,0.044494,0.001440,0.004095,0.007707,0.009786,0.002813,0.018435,0.159759,0.012836,0.253658,0.130045,0.055816,0.464094,0.001907,0.203111,4.645697,0.488586,0.283980,0.210964,0.139541,0.136492,0.149985,0.173519,0.180744,0.097294,0.150187,0.163740,0.133027,0.004205,0.003742,0.034714,0.003248,0.019214,0.003620,0.039798,0.001033,0.002852,0.003175,0.007530,0.001878,0.012773,true
0.002423,0.004766,3.170812,0.113957,0.233596,0.027136,0.034860,0.005594,-37.109395,1.297023,-0.211634,0.557812,0.175361,0.155594,-0.029476,0.234781,0.133187,-0.023315,0.147203,0.063551,-0.039910,0.000540,0.000413,0.004323,0.000689,0.000449,0.000671,0.169834,0.000368,0.000383,0.000557,0.001008,0.000474,0.046825,0.005682,0.012445,0.264435,0.012829,0.027609,0.048311,0.069443,0.011883,3.597762,0.436238,0.413053,0.211093,0.162651,0.121073,0.165263,0.165673,0.157541,0.153030,0.130587,0.123837,0.130462,0.001340,0.000963,0.010257,0.001676,0.000789,0.001424,0.032518,0.000811,0.000835,0.001131,0.001999,0.001119,0.008999,true
0.320060,0.011562,3.132604,0.406839,0.299166,1.317882,0.008617,0.638979,-37.190752,0.883859,-0.618691,-0.476668,-0.404275,-0.202507,-0.098313,0.021777,0.095216,0.092014,-0.025036,-0.043249,-0.006582,0.003781,0.003317,0.045737,0.004773,0.004952,0.002783,0.071679,0.000931,0.001273,0.004337,0.010329,0.001577,0.027589,0.102254,0.020463,0.159840,0.112517,0.047895,0.450667,0.007222,0.205174,3.726622,1.285326,0.496721,0.316730,0.204472,0.204459,0.173546,0.148085,0.138118,0.149651,0.155111,0.180726,0.172404,0.003855,0.003289,0.033697,0.004185,0.003584,0.002692,0.015440,0.000546,0.000815,0.004794,0.010743,0.001533,0.006122,true
